feature	PT1	PT2	PT3
ARHGEF16	0	0	4
ARHGEF17	0	0	8
ARHGEF18	130	100	256
ARHGEF19	0	0	0
ARHGEF2	262	186	222
ARHGEF25	0	0	2
ARHGEF26	0	0	12
ARHGEF26-AS1	0	0	0
ARHGEF28	0	0	2
ARHGEF3	218	856	340
ARHGEF3-AS1	0	0	0
ARHGEF33	0	0	0
ARHGEF34P	0	0	0
ARHGEF35	0	0	0
ARHGEF37	0	0	22
ARHGEF38	6	0	32
ARHGEF38-IT1	0	0	0
ARHGEF39	2	2	4046
ARHGEF4	0	0	4
ARHGEF40	228	836	318
ARHGEF5	2	0	2
ARHGEF6	1598	658	2
ARHGEF7	972	248	10
ARHGEF7-AS1	0	0	0
ARHGEF7-AS2	0	0	0
ARHGEF9	4	104	2
ARHGEF9-IT1	0	0	0
ARID1A	1252	464	68
ARID1B	712	114	40
ARID2	58	296	2
ARID3A	72	10	20
ARID3B	10	16	8
ARID3C	0	0	4
ARID4A	282	20	6
ARID4B	1514	68	4
ARID5A	0	210	14
ARID5B	0	22	0
ARIH1	22	6	6
ARIH2	344	694	12
ARIH2OS	0	0	0
ARL1	2	10	6
ARL10	0	6	2
ARL11	74	26	2
ARL13A	0	0	0
ARL13B	0	0	0
ARL14	0	0	0
ARL14EP	8	278	2
ARL14EPL	0	0	0
ARL15	1420	380	2
ARL16	476	644	92
ARL17A	2	42	0
ARL17B	56	0	0
ARL2	94	314	16
ARL2-SNX15	0	0	0
ARL2BP	46	330	0
ARL3	72	160	0
ARL4A	0	366	0
ARL4C	1202	832	380
ARL4D	2	134	0
ARL5A	94	44	0
ARL5B	0	0	0
ARL5C	0	0	4
ARL6	0	0	0
ARL6IP1	832	708	6
ARL6IP4	732	1530	18
ARL6IP5	2536	8478	72
ARL6IP6	64	34	0
ARL8A	72	76	0
ARL8B	1286	428	6
ARL9	0	0	0
ARMC1	116	0	0
ARMC10	96	26	2
ARMC12	0	0	0
ARMC2	0	12	28
ARMC2-AS1	0	0	0
ARMC3	0	0	26
ARMC4	0	0	6
ARMC5	12	30	12
ARMC6	12	0	0
ARMC7	36	176	0
ARMC8	26	268	12
ARMC9	0	0	4
ARMCX1	0	106	0
ARMCX2	0	24	0
ARMCX3	32	0	0
ARMCX4	0	4	12
ARMCX5	0	26	0
ARMCX5-GPRASP2	0	0	0
ARMCX6	0	444	0
ARMS2	0	0	2
ARMT1	0	0	0
ARNT	10	0	2
ARNT2	0	0	4
ARNTL	130	272	40
ARNTL2	0	0	0
ARNTL2-AS1	0	0	0
ARPC1A	168	778	486
ARPC1B	1662	12580	118
ARPC2	8544	20258	222
ARPC3	1710	5902	74
ARPC4	1172	630	2110
ARPC4-TTLL3	0	0	0
ARPC5	5382	5798	332
ARPC5L	44	724	92
ARPIN	84	2	0
ARPP19	568	1062	8
ARPP21	0	0	4
ARR3	0	0	6
ARRB1	282	1170	10
ARRB2	536	162	74
ARRDC1	8	288	28
ARRDC1-AS1	10	74	38
ARRDC2	152	206	48
ARRDC3	790	488	26
ARRDC3-AS1	0	0	0
ARRDC4	0	40	0
ARRDC5	270	0	4
ARSA	4366	13678	1830
ARSB	720	0	6
ARSD	0	152	0
ARSE	10	0	0
ARSF	0	0	0
ARSG	268	122	0
ARSH	0	0	0
ARSI	0	0	0
ARSJ	0	0	0
ARSK	2	0	2
ART1	0	0	8
ART3	0	0	0
ART4	0	0	0
ART5	0	0	0
ARTN	0	0	0
ARV1	2	0	0
ARVCF	8	0	12
ARX	0	0	10
AS3MT	0	0	0
ASAH1	980	1924	46
ASAH2	0	0	2
ASAH2B	0	0	0
ASAP1	236	546	0
ASAP1-IT1	0	0	0
ASAP1-IT2	32	1668	0
ASAP2	0	0	4
ASAP3	0	0	6
ASB1	60	114	64
ASB10	0	0	0
ASB11	0	0	0
ASB12	0	0	2
ASB13	242	222	2
ASB14	44	0	0
ASB15	0	0	2
ASB16	0	0	4
ASB16-AS1	0	174	0
ASB17	0	0	0
ASB18	0	0	0
ASB2	12	0	2
ASB3	4	6	0
ASB4	0	0	2
ASB5	0	0	0
ASB6	300	874	4
ASB7	40	58	0
ASB8	50	278	88
ASB9	0	0	0
ASB9P1	0	0	0
ASCC1	0	22	10
ASCC2	976	440	70
ASCC3	0	66	0
ASCL1	0	0	0
ASCL2	16	48	2
ASCL3	0	0	2
ASCL4	0	0	16
ASCL5	0	0	0
ASF1A	32	694	0
ASF1B	118	344	2
ASGR1	210	126	134
ASGR2	138	446	64
ASH1L	108	0	6
ASH1L-AS1	168	734	0
ASH2L	510	56	6
ASIC1	0	0	8
ASIC2	0	0	0
ASIC3	0	0	0
ASIC4	38	0	4
ASIC5	0	0	0
ASIP	0	4	0
ASL	162	200	106
ASMT	0	0	0
ASMTL	0	28	28
ASMTL-AS1	8	28	10
ASNA1	96	266	0
ASNS	4	2	0
ASNSD1	142	78	8
ASPA	0	0	2
ASPDH	0	0	0
ASPG	0	0	6
ASPH	2	0	2
ASPHD1	0	0	0
ASPHD2	22	712	0
ASPM	0	0	2
ASPN	0	0	2
ASPRV1	22	0	8
ASPSCR1	60	178	8
ASRGL1	34	10	3668
ASS1	0	0	0
ASTE1	22	1842	0
ASTL	0	0	0
ASTN1	0	2	6
ASTN2	0	0	8
ASTN2-AS1	0	0	0
ASUN	0	0	2
ASXL1	3246	216	6
ASXL2	4	0	2
ASXL3	2	0	0
ASZ1	0	0	4
ATAD1	260	44	0
ATAD2	4	0	0
ATAD2B	4	78	8
ATAD3A	14	0	0
ATAD3B	2	0	16
ATAD3C	0	12	18
ATAD5	156	4	6
ATAT1	0	242	0
ATCAY	0	0	6
ATE1	20	0	16
ATE1-AS1	0	0	0
ATF1	36	12	0
ATF2	8	72	6
ATF3	0	0	2
ATF4	842	742	28
ATF5	12	154	2
ATF6	940	34	0
ATF6B	222	568	68
ATF7	22	178	0
ATF7IP	104	1218	6
ATF7IP2	16	0	0
ATG10	0	0	0
ATG101	258	498	272
ATG12	314	248	6
ATG13	16	1408	20
ATG14	24	6	0
ATG16L1	44	42	16
ATG16L2	142	4024	270
ATG2A	176	870	180
ATG2B	566	8	10
ATG3	1340	5314	22
ATG4A	0	6	0
ATG4B	186	296	1122
ATG4C	760	12	0
ATG4D	0	58	2
ATG5	366	32	2
ATG7	582	994	518
ATG9A	6	38	30
ATG9B	0	0	0
ATHL1	62	134	226
ATIC	776	432	0
ATL1	20	0	0
ATL2	10	0	4
ATL3	102	326	68
ATM	606	496	26
ATMIN	12	0	30
ATN1	332	0	2
ATOH1	0	0	0
ATOH7	0	0	0
ATOH8	8	0	20
ATOX1	64	118	0
ATP10A	26	2	2
ATP10B	0	0	10
ATP10D	78	24	0
ATP11A	1262	980	28
ATP11A-AS1	0	28	2
ATP11AUN	0	0	0
ATP11B	86	128	0
ATP11C	4	6	2
ATP12A	0	0	10
ATP13A1	0	288	54
ATP13A2	10	112	4
ATP13A3	262	0	2
ATP13A4	0	0	12
ATP13A4-AS1	0	0	0
ATP13A5	0	0	2
ATP13A5-AS1	0	0	0
ATP1A1	20	150	1762
ATP1A1-AS1	0	936	0
ATP1A2	0	0	2
ATP1A3	0	0	0
ATP1A4	0	0	2
ATP1B1	0	0	0
ATP1B2	0	200	102
ATP1B3	122	582	214
ATP1B4	0	0	2
ATP2A1	0	0	6
ATP2A1-AS1	6	0	0
ATP2A2	30	210	14
ATP2A3	956	558	132
ATP2B1	1076	534	12
ATP2B2	2	0	6
ATP2B2-IT2	0	0	0
ATP2B3	0	0	0
ATP2B4	538	564	178
ATP2C1	82	290	0
ATP2C2	80	14	16
ATP4A	2	0	0
ATP4B	0	0	0
ATP5A1	2264	5362	0
ATP5B	180	4660	3302
ATP5C1	2092	4016	12
ATP5D	226	858	2674
ATP5E	0	8	12
ATP5EP2	264	350	300
ATP5F1	1270	3558	12
ATP5G1	530	1488	110
ATP5G2	1730	2630	2218
ATP5G3	378	1786	474
ATP5H	826	1096	358
ATP5I	284	228	786
ATP5J	1238	1638	0
ATP5J2	82	126	138
ATP5J2-PTCD1	0	0	0
ATP5L	1484	1976	276
ATP5L2	10	4	0
ATP5O	2552	5010	132
ATP5S	4	174	0
ATP5SL	0	34	4
ATP6AP1	220	566	5516
ATP6AP1L	0	0	2
ATP6AP2	868	328	0
ATP6V0A1	132	202	88
ATP6V0A2	140	464	44
ATP6V0A4	0	0	2
ATP6V0B	7990	25820	4282
ATP6V0C	826	4286	954
ATP6V0CP3	0	0	2
ATP6V0D1	2372	8166	754
ATP6V0D2	0	0	0
ATP6V0E1	6774	6448	6742
ATP6V0E2	32	36	34
ATP6V0E2-AS1	10	0	0
ATP6V1A	2188	1994	42
ATP6V1B1	250	0	0
ATP6V1B1-AS1	0	0	0
ATP6V1B2	4734	5316	80
ATP6V1C1	2	396	14
ATP6V1C2	0	0	0
ATP6V1D	6	836	2
ATP6V1E1	340	2802	10
ATP6V1E2	0	0	0
ATP6V1F	1684	2832	50
ATP6V1G1	2294	5920	6
ATP6V1G2	0	0	0
ATP6V1G2-DDX39B	0	0	0
ATP6V1G3	0	0	0
ATP6V1H	300	6	0
ATP7A	10	10	6
ATP7B	16	4	0
ATP8A1	136	0	8
ATP8A2	0	18	54
ATP8B1	0	0	14
ATP8B2	0	0	10
ATP8B3	0	0	2
ATP8B4	4	30	4
ATP8B5P	0	0	0
ATP9A	0	0	0
ATP9B	108	102	0
ATPAF1	84	0	6
ATPAF2	62	926	2590
ATPIF1	1408	2512	278
ATR	2	8	0
ATRAID	2360	4440	20
ATRIP	8	8	4
ATRN	0	40	2
ATRNL1	0	0	0
ATRX	136	302	8
ATXN1	120	16	2
ATXN10	70	692	0
ATXN1L	0	80	8
ATXN2	16	18	26
ATXN2L	0	22	0
ATXN3	36	394	78
ATXN3L	0	0	0
ATXN7	120	1318	76
ATXN7L1	260	744	3306
ATXN7L2	0	12	2
ATXN7L3	0	0	2
ATXN7L3B	1246	1102	20
ATXN8OS	0	0	0
AUH	0	0	0
AUNIP	0	0	0
AUP1	16	2652	16
AURKA	0	0	2
AURKAIP1	428	1346	282
AURKAPS1	0	0	0
AURKB	18	0	0
AURKC	0	0	0
AUTS2	26	0	2
AVEN	14	0	0
AVIL	0	158	4
AVL9	66	16	0
AVP	0	0	0
AVPI1	0	0	8
AVPR1A	0	0	0
AVPR1B	0	0	4
AVPR2	0	0	0
AWAT1	0	0	0
AWAT2	0	0	6
AXDND1	0	0	2
AXIN1	194	760	16
AXIN2	34	12	0
AXL	0	0	0
AZGP1	0	0	0
AZGP1P1	0	0	0
AZI2	4	274	2
AZIN1	200	242	0
AZIN1-AS1	0	132	0
AZIN2	0	0	8
AZU1	2	98	36
B2M	355948	714290	18456
B3GALNT1	0	0	2
B3GALNT2	16	6	4
B3GALT1	0	0	0
B3GALT2	0	0	0
B3GALT4	366	598	28
B3GALT5	0	0	2
B3GALT5-AS1	0	0	0
B3GALT6	30	4	72
B3GAT1	4	0	24
B3GAT2	0	0	0
B3GAT3	106	12	2
B3GLCT	0	0	2
B3GNT2	0	2	0
B3GNT3	0	0	0
B3GNT4	0	2	8
B3GNT5	0	188	0
B3GNT6	0	0	2
B3GNT7	0	0	0
B3GNT8	40	308	604
B3GNT9	0	0	2
B3GNTL1	276	96	2
B4GALNT1	0	0	4
B4GALNT2	0	0	0
B4GALNT3	0	0	4
B4GALNT4	0	0	8
B4GALT1	786	76	14
B4GALT1-AS1	0	0	0
B4GALT2	0	0	4
B4GALT3	204	742	6
B4GALT4	210	0	12
B4GALT4-AS1	0	0	0
B4GALT5	630	114	2
B4GALT6	0	0	0
B4GALT7	48	154	2
B4GAT1	0	0	0
B9D1	0	0	0
B9D2	186	758	8
BAALC	0	0	0
BAALC-AS1	0	0	0
BAALC-AS2	0	0	0
BAAT	0	0	0
BABAM1	130	1344	4
BACE1	0	0	16
BACE1-AS	0	0	0
BACE2	28	2	8
BACH1	138	54	16
BACH1-IT2	0	0	0
BACH2	0	178	6
BAD	76	1786	30
BAG1	3436	4206	208
BAG2	0	2	0
BAG3	32	0	2
BAG4	0	14	0
BAG5	8	18	4
BAG6	646	1126	76
BAGE	0	0	0
BAGE2	0	0	0
BAGE3	0	0	0
BAGE4	0	0	0
BAGE5	0	0	0
BAHCC1	0	26	20
BAHD1	2	40	8
BAIAP2	0	228	8
BAIAP2-AS1	32	4	142
BAIAP2L1	2	0	0
BAIAP2L2	0	0	6
BAIAP3	0	8	0
BAK1	72	42	0
BAMBI	0	0	0
BANCR	0	0	0
BANF1	1514	1772	290
BANF2	0	0	0
BANK1	12	810	68
BANP	86	308	8
BAP1	158	400	10
BARD1	4	48	2
BARHL1	0	0	2
BARHL2	0	0	198
BARX1	0	0	0
BARX2	0	0	0
BASP1	186	72	246
BASP1P1	0	0	0
BATF	0	262	6
BATF2	60	6	0
BATF3	0	100	0
BAX	740	246	0
BAZ1A	144	944	2
BAZ1B	382	180	2
BAZ2A	56	1418	66
BAZ2B	782	50	32
BBC3	0	4	2
BBIP1	70	28	6
BBOX1	0	0	0
BBOX1-AS1	0	0	0
BBS1	42	34	8
BBS10	0	0	0
BBS12	6	0	0
BBS2	110	24	0
BBS4	0	0	0
BBS5	0	0	10
BBS7	388	0	2
BBS9	0	16	0
BBX	4	174	4
BCAM	0	0	2
BCAN	0	0	6
BCAP29	114	318	12
BCAP31	1730	5194	620
BCAR1	0	0	18
BCAR3	52	0	2
BCAR4	0	0	0
BCAS1	0	0	4
BCAS2	396	416	0
BCAS3	0	2	4
BCAS4	10	328	0
BCAT1	0	4	16
BCAT2	134	4	0
BCCIP	18	1290	1192
BCDIN3D	0	6	0
BCDIN3D-AS1	0	0	0
BCHE	0	0	0
BCKDHA	24	36	0
BCKDHB	0	0	0
BCKDK	94	814	76
BCL10	6	50	8
BCL11A	0	322	12
BCL11B	178	14	38
BCL2	554	132	6
BCL2A1	932	1546	6
BCL2L1	76	498	32
BCL2L10	0	0	0
BCL2L11	68	710	14
BCL2L12	20	176	0
BCL2L13	334	3800	10
BCL2L14	0	0	0
BCL2L15	0	0	6
BCL2L2	0	0	0
BCL2L2-PABPN1	0	0	0
BCL3	42	60	2
BCL6	64	588	124
BCL6B	0	0	0
BCL7A	0	0	0
BCL7B	436	1798	2
BCL7C	44	284	0
BCL9	0	0	20
BCL9L	2	6	18
BCLAF1	802	1504	30
BCO1	0	0	2
BCO2	0	0	6
BCOR	18	2	30
BCORL1	60	854	8
BCORP1	0	32	0
BCR	4	292	76
BCRP2	0	0	2
BCRP3	0	0	0
BCS1L	400	948	8
BCYRN1	0	2	0
BDH1	0	0	0
BDH2	0	152	0
BDKRB1	0	0	2
BDKRB2	0	0	6
BDNF	0	0	0
BDNF-AS	0	0	2
BDP1	238	2	4
BEAN1	0	0	0
BEAN1-AS1	0	0	0
BECN1	4	378	0
BECN2	0	0	2
BEGAIN	0	0	8
BEND2	4	4	0
BEND3	0	0	8
BEND3P3	0	0	4
BEND4	0	0	8
BEND5	0	8	0
BEND6	0	0	0
BEND7	0	0	4
BEST1	0	12	0
BEST2	0	0	0
BEST3	0	0	0
BEST4	0	0	0
BET1	34	20	2
BET1L	46	1052	2
BEX1	0	0	0
BEX2	156	224	0
BEX4	0	608	0
BEX5	0	0	10
BFAR	0	142	0
BFSP1	0	0	4
BFSP2	0	136	0
BGLAP	0	0	0
BGLT3	0	0	2
BGN	0	0	0
BHLHA15	0	0	0
BHLHA9	0	0	0
BHLHB9	0	0	0
BHLHE22	0	0	2
BHLHE23	0	0	2
BHLHE40	78	318	0
BHLHE40-AS1	0	0	4
BHLHE41	0	0	12
BHMG1	4	0	4
BHMT	0	0	0
BHMT2	0	0	2
BICC1	0	0	4
BICD1	0	0	2
BICD2	668	58	14
BID	3196	9652	20
BIK	0	16	2
BIN1	104	356	26
BIN2	302	538	2
BIN3	58	1878	8
BIN3-IT1	2	8	4
BIRC2	232	1020	66
BIRC3	490	2146	6
BIRC5	0	0	6
BIRC6	904	14	6
BIRC6-AS2	0	0	0
BIRC7	0	0	0
BIRC8	0	0	0
BISPR	0	46	2
BIVM	0	0	0
BIVM-ERCC5	0	0	0
BLACAT1	0	0	0
BLACE	0	0	0
BLCAP	432	1056	178
BLID	0	0	0
BLK	0	10	4
BLM	386	64	4
BLMH	0	1166	16
BLNK	180	0	2
BLOC1S1	32	32	4
BLOC1S1-RDH5	0	0	0
BLOC1S2	412	1110	2
BLOC1S3	26	56	16
BLOC1S4	170	1218	0
BLOC1S5	0	0	0
BLOC1S5-TXNDC5	0	0	0
BLOC1S6	0	100	0
BLVRA	782	3926	48
BLVRB	1472	2446	12
BLZF1	30	2	10
BMF	0	6	12
BMI1	0	0	0
BMP1	0	0	2
BMP10	0	0	2
BMP15	0	0	0
BMP2	0	0	0
BMP2K	0	70	2
BMP3	0	0	6
BMP4	0	0	4
BMP5	0	0	0
BMP6	80	2	10
BMP7	0	0	16
BMP7-AS1	0	0	0
BMP8A	2	0	8
BMP8B	0	0	0
BMPER	0	0	0
BMPR1A	0	0	0
BMPR1B	0	0	64
BMPR1B-AS1	0	0	0
BMPR2	50	0	2
BMS1	316	50	122
BMS1P17	0	0	0
BMS1P18	0	0	0
BMS1P20	226	46	8
BMS1P21	0	0	0
BMS1P4	22	0	2
BMS1P5	0	0	10
BMS1P6	0	4	2
BMX	30	0	0
BNC1	0	0	0
BNC2	0	0	28
BNIP1	0	38	6
BNIP2	68	150	2
BNIP3	0	108	0
BNIP3L	4524	3628	266
BNIPL	0	0	12
BOC	4	0	8
BOD1	0	2	8
BOD1L1	564	106	172
BOD1L2	0	0	0
BOK	0	0	0
BOK-AS1	0	0	0
BOLA1	144	404	0
BOLA2	0	0	0
BOLA2B	0	0	0
BOLA3	16	66	0
BOLA3-AS1	0	0	4
BOLL	0	0	0
BOP1	28	314	10
BORA	0	0	4
BPESC1	0	0	0
BPGM	84	192	2
BPHL	148	0	2
BPI	0	68	510
BPIFA1	0	0	0
BPIFA2	0	0	0
BPIFA3	0	0	0
BPIFA4P	0	0	4
BPIFB1	0	0	4
BPIFB2	0	0	6
BPIFB3	0	0	336
BPIFB4	0	0	6
BPIFB6	0	0	2
BPIFC	0	0	0
BPNT1	0	0	6
BPTF	112	1724	52
BPY2	0	0	0
BPY2B	0	0	0
BPY2C	0	0	0
BRAF	0	0	2
BRAP	36	306	0
BRAT1	10	22	356
BRCA1	4	2	8
BRCA2	0	4	96
BRCAT107	0	0	0
BRCAT54	0	0	2
BRCC3	12	6	0
BRD1	16	80	10
BRD2	162	112	14
BRD3	66	128	64
BRD4	1684	7268	238
BRD7	4	172	6
BRD7P3	0	0	0
BRD8	50	4	8
BRD9	364	4	4
BRDT	0	0	2
BRDTP1	0	0	0
BRE	660	218	2
BRE-AS1	0	0	0
BREA2	0	0	0
BRF1	18	0	0
BRF2	270	2	4
BRI3	2718	5138	4236
BRI3BP	0	0	0
BRICD5	0	0	0
BRINP1	0	0	4
BRINP2	0	0	16
BRINP3	0	0	6
BRIP1	0	0	0
BRIX1	0	266	4
BRK1	846	950	210
BRMS1	162	1036	212
BRMS1L	4	0	2
BROX	22	178	20
BRPF1	0	0	2
BRPF3	2	12	4
BRS3	0	0	0
BRSK1	0	0	0
BRSK2	0	0	12
BRWD1	2	394	0
BRWD1-AS1	0	0	0
BRWD1-IT2	0	0	0
BRWD3	6	44	4
BSCL2	20	2	0
BSDC1	156	24	24
BSG	1202	7020	2620
BSN	0	0	22
BSN-AS2	0	2	6
BSND	0	0	0
BSPH1	0	0	0
BSPRY	0	0	2
BST1	660	804	8
BST2	186	1266	8
BSX	0	0	2
BTAF1	96	142	2
BTBD1	8	6	12
BTBD10	370	1162	2
BTBD11	0	116	14
BTBD16	0	0	0
BTBD17	0	0	4
BTBD18	0	0	0
BTBD19	0	0	0
BTBD2	48	774	152
BTBD3	0	880	0
BTBD6	144	506	0
BTBD7	86	222	44
BTBD8	0	0	0
BTBD9	8	8	2
BTC	0	0	0
BTD	12	1430	3050
BTF3	1204	2522	110
BTF3L4	316	208	10
BTF3P11	6	10	0
BTG1	3174	7050	52
BTG2	202	1000	10
BTG3	0	0	0
BTG4	0	0	0
BTK	28	56	2
BTLA	62	0	0
BTN1A1	0	0	2
BTN2A1	48	644	42
BTN2A2	84	8	0
BTN2A3P	0	0	2
BTN3A1	632	458	6
BTN3A2	924	1480	3068
BTN3A3	54	32	68
BTNL10	0	0	0
BTNL2	0	0	0
BTNL3	20	46	0
BTNL8	18	228	14
BTNL9	0	0	2
BTRC	0	0	2
BUB1	0	0	10
BUB1B	0	2	2
BUB3	1216	2442	2
BUD13	0	2	2
BUD31	378	1130	0
BVES	0	0	0
BVES-AS1	0	0	0
BYSL	0	18	0
BZRAP1	42	0	8
BZRAP1-AS1	838	658	40
BZW1	692	412	0
BZW2	0	36	0
C10orf10	0	0	2
C10orf105	0	20	10
C10orf107	0	0	0
C10orf11	194	202	0
C10orf111	0	0	0
C10orf113	0	0	0
C10orf12	0	0	0
C10orf120	0	0	0
C10orf126	0	0	0
C10orf128	508	62	0
C10orf131	0	0	0
C10orf142	0	0	0
C10orf2	0	424	0
C10orf25	14	22	0
C10orf32	140	268	1088
C10orf32-ASMT	0	0	0
C10orf35	0	0	0
C10orf53	0	0	4
C10orf54	3718	5638	2132
C10orf55	0	0	0
C10orf62	0	0	0
C10orf67	0	0	0
C10orf71	0	0	10
C10orf71-AS1	0	0	0
C10orf76	124	380	20
C10orf82	0	0	0
C10orf88	10	86	0
C10orf90	0	0	0
C10orf91	0	0	2
C10orf95	0	0	0
C10orf99	0	0	0
C11orf1	4	2	2
C11orf16	0	0	0
C11orf21	122	554	2
C11orf24	0	40	0
C11orf30	44	276	6
C11orf31	658	1662	1942
C11orf39	0	0	0
C11orf40	0	0	0
C11orf42	2	0	0
C11orf44	0	0	0
C11orf45	0	0	2
C11orf49	96	714	2
C11orf52	0	0	0
C11orf53	0	0	0
C11orf54	108	228	0
C11orf57	96	136	2
C11orf58	1176	2216	6
C11orf63	6	0	0
C11orf65	0	0	0
C11orf68	120	872	14
C11orf70	2	0	0
C11orf71	144	32	0
C11orf72	0	1390	0
C11orf73	1410	1268	0
C11orf74	2	0	0
C11orf80	92	0	10
C11orf84	8	20	56
C11orf85	0	0	0
C11orf86	0	0	0
C11orf87	0	0	2
C11orf88	0	0	0
C11orf91	0	0	0
C11orf94	0	0	0
C11orf95	4	0	16
C11orf96	0	0	0
C11orf97	0	0	0
C11orf98	0	0	0
C12orf10	428	334	126
C12orf29	2	2	0
C12orf4	0	2	0
C12orf40	0	0	0
C12orf42	0	0	0
C12orf43	4	2	0
C12orf45	176	370	0
C12orf49	0	30	0
C12orf50	0	0	2
C12orf54	0	0	4
C12orf56	0	0	2
C12orf57	170	368	190
C12orf60	0	0	0
C12orf65	60	306	0
C12orf66	148	106	0
C12orf71	0	0	0
C12orf73	0	222	2
C12orf74	0	0	2
C12orf75	2	692	0
C12orf76	0	480	0
C12orf77	0	0	6
C12orf79	0	0	12
C12orf80	0	0	0
C14orf1	522	1092	2
C14orf105	0	0	6
C14orf119	384	2238	0
C14orf132	0	86	0
C14orf142	294	426	0
C14orf159	882	262	0
C14orf166	214	604	6
C14orf169	8	18	4
C14orf177	0	0	0
C14orf178	0	0	0
C14orf180	100	0	2
C14orf2	928	2036	524
C14orf28	0	0	0
C14orf37	0	0	4
C14orf39	0	0	0
C14orf79	0	0	0
C14orf80	4	14	186
C14orf93	4	4	14
C15orf26	0	0	0
C15orf27	0	0	0
C15orf32	0	0	0
C15orf38-AP3S2	0	0	0
C15orf39	408	508	892
C15orf40	74	394	0
C15orf41	2226	2	0
C15orf43	0	0	0
C15orf48	0	0	0
C15orf52	0	0	0
C15orf53	0	0	0
C15orf54	0	0	0
C15orf56	0	0	0
C15orf57	74	1402	98
C15orf59	0	0	18
C15orf59-AS1	0	0	4
C15orf61	0	304	0
C15orf62	0	0	2
C15orf65	0	0	0
C16orf13	274	1070	296
C16orf45	0	8	0
C16orf46	24	0	0
C16orf47	0	0	0
C16orf52	34	16	0
C16orf54	242	510	2
C16orf58	2	86	0
C16orf59	0	0	0
C16orf62	2	16	18
C16orf70	6	0	10
C16orf71	0	0	0
C16orf72	1248	888	16
C16orf74	0	150	2
C16orf78	0	0	0
C16orf82	0	0	0
C16orf86	0	0	0
C16orf87	8	8	0
C16orf89	0	0	4
C16orf90	0	0	0
C16orf91	304	432	2
C16orf92	0	0	0
C16orf93	0	0	0
C16orf95	26	0	0
C16orf96	0	0	4
C16orf97	0	0	0
C17orf100	0	0	2
C17orf102	0	0	2
C17orf104	0	0	0
C17orf105	0	0	4
C17orf107	0	0	2
C17orf112	0	0	0
C17orf47	0	0	0
C17orf49	0	0	0
C17orf50	0	0	4
C17orf51	0	0	10
C17orf53	0	0	2
C17orf58	0	0	0
C17orf59	496	308	0
C17orf62	430	2600	3004
C17orf64	0	0	0
C17orf67	14	48	0
C17orf74	0	0	2
C17orf75	6	150	6
C17orf77	0	0	2
C17orf78	0	0	2
C17orf80	0	28	4
C17orf82	0	0	0
C17orf85	20	10	14
C17orf89	258	184	340
C17orf96	0	0	2
C17orf97	0	0	2
C17orf98	0	0	0
C17orf99	0	0	0
C18orf21	10	126	0
C18orf25	4	258	10
C18orf32	0	20	0
C18orf42	0	0	10
C18orf54	0	0	4
C18orf61	18	0	0
C18orf63	0	0	2
C18orf65	0	0	4
C18orf8	190	110	2
C19orf12	0	62	0
C19orf18	0	0	0
C19orf24	362	530	422
C19orf25	86	626	30
C19orf26	0	0	2
C19orf33	0	0	0
C19orf35	174	74	28
C19orf38	142	114	92
C19orf43	2542	2002	2140
C19orf44	0	0	2
C19orf45	0	0	2
C19orf47	0	84	46
C19orf48	32	236	4
C19orf52	0	434	0
C19orf53	650	780	104
C19orf54	8	16	4
C19orf57	0	6	0
C19orf60	152	498	302
C19orf66	200	62	34
C19orf67	0	0	0
C19orf68	0	0	0
C19orf70	198	422	368
C19orf71	0	0	0
C19orf73	4	0	0
C19orf80	0	0	2
C19orf81	0	0	0
C19orf84	0	0	0
C1D	8	254	0
C1GALT1	26	4	4
C1GALT1C1	1200	778	0
C1GALT1C1L	0	0	0
C1QA	0	28	2
C1QB	0	0	0
C1QBP	84	1462	136
C1QC	0	0	0
C1QL1	0	0	0
C1QL2	0	0	6
C1QL3	224	0	0
C1QL4	2	0	0
C1QTNF1	0	0	2
C1QTNF1-AS1	0	0	4
C1QTNF2	0	0	2
C1QTNF3	0	0	0
C1QTNF3-AMACR	0	0	0
C1QTNF4	0	0	0
C1QTNF5	0	0	0
C1QTNF6	0	0	106
C1QTNF7	0	0	0
C1QTNF8	0	0	14
C1QTNF9	0	0	0
C1QTNF9B	0	0	2
C1QTNF9B-AS1	0	0	0
C1R	132	6	52
C1RL	318	4	6
C1RL-AS1	0	62	0
C1S	0	0	0
C1orf100	0	0	0
C1orf101	0	0	0
C1orf105	0	0	0
C1orf106	0	0	6
C1orf109	0	0	4
C1orf110	0	0	2
C1orf111	0	0	0
C1orf112	0	26	0
C1orf115	0	0	0
C1orf116	74	0	206
C1orf122	132	418	100
C1orf123	696	654	6
C1orf127	4	0	2
C1orf131	34	2	2
C1orf137	0	0	0
C1orf140	0	0	4
C1orf141	0	0	0
C1orf145	20	0	0
C1orf146	0	0	0
C1orf158	0	0	0
C1orf159	0	0	0
C1orf162	2178	7270	164
C1orf167	0	0	2
C1orf168	0	0	0
C1orf174	22	112	0
C1orf177	0	0	4
C1orf185	0	0	0
C1orf186	4	156	0
C1orf189	0	0	0
C1orf194	0	0	0
C1orf195	0	0	0
C1orf198	0	14	12
C1orf204	0	0	0
C1orf21	4	454	4
C1orf210	0	0	0
C1orf216	0	0	172
C1orf220	0	0	0
C1orf226	4	0	4
C1orf228	6	224	0
C1orf229	0	0	6
C1orf233	0	4	2
